0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0.0493933, 0.0549144, 0.0562345, 0.0514583, 0.0435329, 0.0212807, 0.0585158, -0.0394471, 0.078217, 0.134193, 0.123637, 0.31148, 0.429272, 0.570121, 0.6084, 0.485833, 0.303799, -0.261944, -0.804587, -0.688426, -0.841583, 0.447607, 0.809186, 0.968882, 0.23921, -1.30357, -0.414724, 0.26276, 1.56191, -0.39795, -1.00613, 0.334933, 1.33054, -0.933959, -0.372771, 1.70509, -1.84611, 1.86809, -1.59651, 1.8666, -1.85372, 1.71145, -0.38721, -0.929952, 1.34523, 0.311393, -0.981499, -0.390249, 1.53669, 0.270064, -0.404083, -1.3056, 0.270193, 1.01334, 0.828925, 0.506548, -0.818181, -0.666629, -0.807803, -0.185169, 0.256454, 0.423422, 0.685616, 0.412419, 0.352501, 0.185632, 0.104007, 0.0855201, 0.0754238, 0.0554959, 0, 
0, 0.0499132, 0.0552014, 0.0567672, 0.0501678, 0.0397791, 0.035381, 0.0502234, 0.00239545, 0.0603194, 0.137598, 0.170216, 0.268992, 0.406114, 0.515772, 0.493921, 0.374121, 0.191068, -0.186354, -0.529624, -0.626398, -0.552125, 0.259927, 0.603484, 0.595287, 0.134302, -0.570785, -0.240719, 0.220566, 0.822528, -0.165655, -0.474079, 0.184025, 0.492467, -0.278193, -0.219005, 0.682516, -0.66753, 0.671708, -0.546649, 0.672208, -0.666989, 0.685763, -0.217841, -0.273349, 0.504419, 0.179273, -0.460051, -0.16377, 0.812377, 0.222782, -0.236261, -0.565244, 0.156627, 0.630971, 0.629364, 0.304986, -0.527232, -0.602039, -0.518191, -0.148029, 0.169507, 0.347308, 0.501304, 0.4231, 0.314482, 0.1737, 0.111817, 0.0840779, 0.072754, 0.0545408, 0, 
0, 0.0474807, 0.0538809, 0.0576517, 0.05347, 0.0424455, 0.0389666, 0.0567614, 0.0449213, 0.0622489, 0.13128, 0.210329, 0.274068, 0.358224, 0.435957, 0.424193, 0.358746, 0.176926, -0.244587, -0.481473, -0.309741, -0.214698, 0.104074, 0.410736, 0.374342, 0.0765885, -0.407273, -0.214435, 0.237916, 0.265841, 0.149698, -0.151758, 0.154042, 0.391724, -0.0999619, 0.196511, 0.161665, 0.0892702, 0.127678, 0.12728, 0.125863, 0.0840127, 0.156311, 0.189245, -0.102466, 0.390018, 0.152525, -0.147714, 0.153329, 0.266017, 0.242138, -0.202686, -0.392124, 0.103915, 0.403991, 0.447468, 0.135565, -0.182211, -0.290285, -0.46174, -0.227114, 0.169994, 0.344354, 0.410532, 0.37404, 0.281865, 0.190137, 0.126166, 0.0882432, 0.0778144, 0.057543, 0, 
0, 0.0516809, 0.057416, 0.0600897, 0.0578803, 0.0490162, 0.0370679, 0.0507152, 0.0698794, 0.0773579, 0.113856, 0.193632, 0.272118, 0.30916, 0.384087, 0.352399, 0.166626, 0.0706591, 0.0311473, -0.221122, -0.440237, -0.279074, 0.0878641, 0.302152, 0.199414, 0.0884891, 0.103884, -0.063516, 0.098983, 0.281797, -0.112772, -0.00578456, -0.0388271, 0.0330942, 0.012298, -0.116507, 0.154523, -0.155614, 0.163201, -0.141992, 0.165911, -0.152801, 0.158308, -0.112344, 0.0194994, 0.0401592, -0.0324997, 0.00153627, -0.113275, 0.281312, 0.105287, -0.0595225, 0.11551, 0.107229, 0.227241, 0.327271, 0.123091, -0.255641, -0.41182, -0.204287, 0.0482913, 0.0719828, 0.160182, 0.33726, 0.332912, 0.252036, 0.179128, 0.11042, 0.0798239, 0.0725878, 0.0541039, 0, 
0, 0.0449039, 0.0502539, 0.0542976, 0.0585681, 0.0605739, 0.0464627, 0.0419265, 0.0820469, 0.112887, 0.118556, 0.182304, 0.277358, 0.302496, 0.261558, 0.315616, 0.319036, 0.0863037, -0.246676, -0.23546, 0.0304131, 0.00992691, -0.065659, 0.167008, 0.214001, -0.0331385, -0.20798, -0.034562, 0.143469, 0.0340675, 0.310421, 0.0557427, 0.195436, 0.281897, 0.0220807, 0.346633, -0.0507872, 0.363633, -0.089215, 0.366371, -0.0909521, 0.362292, -0.0551105, 0.343289, 0.0190457, 0.281136, 0.196493, 0.0591632, 0.313229, 0.0377818, 0.148046, -0.0185729, -0.191598, -0.00705723, 0.240841, 0.200501, -0.0388558, 0.0407395, 0.0510843, -0.214301, -0.233093, 0.0900325, 0.316472, 0.297206, 0.237532, 0.251703, 0.191344, 0.11675, 0.0925634, 0.080408, 0.056891, 0, 
0, 0.0544659, 0.058106, 0.0594879, 0.0641875, 0.0752788, 0.0660778, 0.038836, 0.0666319, 0.128173, 0.138884, 0.144712, 0.219806, 0.298811, 0.284234, 0.175305, 0.0799692, 0.113426, 0.171685, -0.0980159, -0.391497, -0.157617, 0.133552, 0.0805866, 0.0516147, 0.226193, 0.2805, -0.0591486, 0.0495103, 0.122954, -0.265675, 0.129227, -0.229064, 0.0266085, -0.0272896, -0.101202, 0.132112, -0.159561, 0.199694, -0.172274, 0.201166, -0.159658, 0.1332, -0.10163, -0.023303, 0.0289797, -0.221993, 0.133529, -0.26554, 0.129477, 0.0615546, -0.0505403, 0.295446, 0.246916, 0.0745471, 0.106783, 0.161558, -0.13344, -0.365515, -0.0800672, 0.189974, 0.120575, 0.0827475, 0.16941, 0.262885, 0.244885, 0.148513, 0.100644, 0.0888099, 0.0731424, 0.0523331, 0, 
0, 0.0450035, 0.0485837, 0.0499213, 0.0550486, 0.0777133, 0.0854439, 0.0524948, 0.0504235, 0.117136, 0.160983, 0.16363, 0.195207, 0.243064, 0.217673, 0.232028, 0.26432, 0.0412664, -0.284887, -0.0245572, 0.318752, -0.030686, -0.156794, 0.191395, 0.0317581, -0.194786, -0.113635, 0.120081, 0.139917, 0.105173, 0.445988, 0.0245847, 0.378295, 0.129008, 0.147767, 0.24706, -0.0355853, 0.309899, -0.122756, 0.327787, -0.121362, 0.31239, -0.0359728, 0.25099, 0.148638, 0.134431, 0.382007, 0.0318181, 0.446133, 0.106975, 0.146347, 0.135464, -0.0982404, -0.17444, 0.0578264, 0.216809, -0.128318, -0.00585969, 0.343344, -0.00494901, -0.267249, 0.0497555, 0.26917, 0.227121, 0.209748, 0.203134, 0.147936, 0.11828, 0.0963532, 0.0768861, 0.0556064, 0, 
0, 0.0532147, 0.0568035, 0.0568673, 0.0580425, 0.0795601, 0.106893, 0.0831502, 0.0541349, 0.0940084, 0.152003, 0.16055, 0.167849, 0.232694, 0.25243, 0.0778876, -0.00733585, 0.26862, 0.308809, -0.270436, -0.378969, 0.107547, 0.0897591, 0.0121667, 0.158, 0.304737, 0.254218, -0.256229, 0.0990869, -0.104397, -0.350638, 0.254973, -0.477942, 0.337313, -0.284147, 0.236292, -0.0465655, 0.127302, 0.0855961, 0.0853549, 0.0863918, 0.122361, -0.0486009, 0.227876, -0.279447, 0.332704, -0.472765, 0.257048, -0.346477, -0.0963411, 0.112389, -0.24284, 0.27042, 0.328661, 0.176729, 0.0411812, 0.109454, 0.133616, -0.359539, -0.24967, 0.324545, 0.281759, 0.00091308, 0.0901148, 0.241916, 0.197639, 0.134143, 0.111118, 0.0874173, 0.0732362, 0.0546313, 0, 
0, 0.0479526, 0.0525434, 0.0530793, 0.0507643, 0.069697, 0.108445, 0.10897, 0.0731631, 0.0762857, 0.127647, 0.166601, 0.178409, 0.145483, 0.177004, 0.282719, 0.161838, -0.165989, -0.151726, 0.31117, 0.31055, -0.173299, -0.159816, 0.180556, -0.112203, -0.381617, 0.211767, 0.262726, 0.031331, 0.507789, 0.187745, 0.156639, 0.365528, -0.132796, 0.346044, -0.208986, 0.234776, -0.1927, 0.151367, -0.178627, 0.152882, -0.188336, 0.234984, -0.202525, 0.350605, -0.122138, 0.369483, 0.166748, 0.190505, 0.507529, 0.0428017, 0.276272, 0.224471, -0.364373, -0.0903996, 0.200274, -0.131575, -0.156317, 0.337094, 0.327825, -0.132852, -0.152581, 0.173148, 0.287304, 0.171553, 0.135609, 0.141544, 0.110169, 0.0818473, 0.0733214, 0.0552485, 0, 
